Level1,Level2,Level3,Total
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás működtetési feladatai (091140)",23522
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás működtetési feladatai (091140)",5102
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás működtetési feladatai (091140)",18825
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás működtetési feladatai (091140)",734
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás működtetési feladatai (091140)",57415
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás működtetési feladatai (091140)",108409
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás működtetési feladatai (091140)",5741
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás működtetési feladatai (091140)",155
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás működtetési feladatai (091140)",452297
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás működtetési feladatai (091140)",1899
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás működtetési feladatai (091140)",17848
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás működtetési feladatai (091140)",19814
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás működtetési feladatai (091140)",42648
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás működtetési feladatai (091140)",11515
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (091220)",178906
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (091220)",17286
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (091220)",2097
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (091220)",1691
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (091220)",14184
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (091220)",1746
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (091220)",1284
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (091220)",14479
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (091220)",230
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (091220)",1848
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (091220)",51495
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (091220)",2525
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (091220)",1027
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (091220)",2559
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (091220)",16572
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (091220)",2628
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (091220)",3012
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (091220)",142854
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (091220)",653
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (091220)",27472
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (091220)",1155
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (091220)",2284
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (091220)",9522
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (091220)",45771
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (091220)",2604
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (091220)",6845
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (091220)",163
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (091220)",1561
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (091220)",2313
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (091220)",22312
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (091220)",6025
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)",Alapfokú művészetoktatással összefüggő működtetési feladatok (091250),28523
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)",Alapfokú művészetoktatással összefüggő működtetési feladatok (091250),1881
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)",Alapfokú művészetoktatással összefüggő működtetési feladatok (091250),256
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)",Alapfokú művészetoktatással összefüggő működtetési feladatok (091250),1703
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)",Alapfokú művészetoktatással összefüggő működtetési feladatok (091250),811
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)",Alapfokú művészetoktatással összefüggő működtetési feladatok (091250),145
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)",Alapfokú művészetoktatással összefüggő működtetési feladatok (091250),1572
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)",Alapfokú művészetoktatással összefüggő működtetési feladatok (091250),2368
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)",Alapfokú művészetoktatással összefüggő működtetési feladatok (091250),919
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)",Alapfokú művészetoktatással összefüggő működtetési feladatok (091250),8671
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)",Alapfokú művészetoktatással összefüggő működtetési feladatok (091250),361
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)",Alapfokú művészetoktatással összefüggő működtetési feladatok (091250),152
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)",Alapfokú művészetoktatással összefüggő működtetési feladatok (091250),365
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)",Alapfokú művészetoktatással összefüggő működtetési feladatok (091250),291
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)",Alapfokú művészetoktatással összefüggő működtetési feladatok (091250),1888
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)",Alapfokú művészetoktatással összefüggő működtetési feladatok (091250),74
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)",Alapfokú művészetoktatással összefüggő működtetési feladatok (091250),461
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)",Alapfokú művészetoktatással összefüggő működtetési feladatok (091250),19090
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)",Alapfokú művészetoktatással összefüggő működtetési feladatok (091250),29
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)",Alapfokú művészetoktatással összefüggő működtetési feladatok (091250),543
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)",Alapfokú művészetoktatással összefüggő működtetési feladatok (091250),104
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)",Alapfokú művészetoktatással összefüggő működtetési feladatok (091250),772
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)",Alapfokú művészetoktatással összefüggő működtetési feladatok (091250),6223
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)",Alapfokú művészetoktatással összefüggő működtetési feladatok (091250),215
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)",Alapfokú művészetoktatással összefüggő működtetési feladatok (091250),37
Óvodai nevelés (0911),"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)",Alapfokú művészetoktatással összefüggő működtetési feladatok (091250),10
"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Köznevelési intézmény 5-8. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (092120)",85124
"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Köznevelési intézmény 5-8. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (092120)",5964
"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Köznevelési intézmény 5-8. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (092120)",1911
"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Köznevelési intézmény 5-8. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (092120)",619
"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Köznevelési intézmény 5-8. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (092120)",6810
"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Köznevelési intézmény 5-8. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (092120)",1270
"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Köznevelési intézmény 5-8. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (092120)",750
"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Köznevelési intézmény 5-8. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (092120)",5184
"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Köznevelési intézmény 5-8. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (092120)",20
"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Köznevelési intézmény 5-8. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (092120)",598
"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Köznevelési intézmény 5-8. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (092120)",25425
"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Köznevelési intézmény 5-8. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (092120)",1100
"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Köznevelési intézmény 5-8. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (092120)",112
"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Köznevelési intézmény 5-8. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (092120)",1224
"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Köznevelési intézmény 5-8. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (092120)",1209
"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Köznevelési intézmény 5-8. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (092120)",15139
"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Köznevelési intézmény 5-8. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (092120)",2043
"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Köznevelési intézmény 5-8. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (092120)",2364
"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Köznevelési intézmény 5-8. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (092120)",135625
"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Köznevelési intézmény 5-8. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (092120)",772
"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Köznevelési intézmény 5-8. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (092120)",27413
"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Köznevelési intézmény 5-8. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (092120)",97
"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Köznevelési intézmény 5-8. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (092120)",2259
"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Köznevelési intézmény 5-8. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (092120)",6827
"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Köznevelési intézmény 5-8. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (092120)",42742
"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Köznevelési intézmény 5-8. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (092120)",444
"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Köznevelési intézmény 5-8. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (092120)",6845
"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Köznevelési intézmény 5-8. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (092120)",191
"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Köznevelési intézmény 5-8. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (092120)",1468
"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Köznevelési intézmény 5-8. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (092120)",2296
"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Köznevelési intézmény 5-8. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (092120)",22312
"Iskolai nevelés, oktatás az 1-4. évfolyamokon (0912)","Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Köznevelési intézmény 5-8. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok (092120)",6024
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Gimnázium és szakképző iskola tanulóinak közismereti és szakmai elméleti oktatásával összefüggő működtetési feladatok (092260),51889
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Gimnázium és szakképző iskola tanulóinak közismereti és szakmai elméleti oktatásával összefüggő működtetési feladatok (092260),3757
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Gimnázium és szakképző iskola tanulóinak közismereti és szakmai elméleti oktatásával összefüggő működtetési feladatok (092260),502
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Gimnázium és szakképző iskola tanulóinak közismereti és szakmai elméleti oktatásával összefüggő működtetési feladatok (092260),633
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Gimnázium és szakképző iskola tanulóinak közismereti és szakmai elméleti oktatásával összefüggő működtetési feladatok (092260),4018
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Gimnázium és szakképző iskola tanulóinak közismereti és szakmai elméleti oktatásával összefüggő működtetési feladatok (092260),269
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Gimnázium és szakképző iskola tanulóinak közismereti és szakmai elméleti oktatásával összefüggő működtetési feladatok (092260),324
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Gimnázium és szakképző iskola tanulóinak közismereti és szakmai elméleti oktatásával összefüggő működtetési feladatok (092260),2568
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Gimnázium és szakképző iskola tanulóinak közismereti és szakmai elméleti oktatásával összefüggő működtetési feladatok (092260),502
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Gimnázium és szakképző iskola tanulóinak közismereti és szakmai elméleti oktatásával összefüggő működtetési feladatok (092260),14526
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Gimnázium és szakképző iskola tanulóinak közismereti és szakmai elméleti oktatásával összefüggő működtetési feladatok (092260),774
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Gimnázium és szakképző iskola tanulóinak közismereti és szakmai elméleti oktatásával összefüggő működtetési feladatok (092260),178
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Gimnázium és szakképző iskola tanulóinak közismereti és szakmai elméleti oktatásával összefüggő működtetési feladatok (092260),746
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Gimnázium és szakképző iskola tanulóinak közismereti és szakmai elméleti oktatásával összefüggő működtetési feladatok (092260),374
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Gimnázium és szakképző iskola tanulóinak közismereti és szakmai elméleti oktatásával összefüggő működtetési feladatok (092260),5504
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Gimnázium és szakképző iskola tanulóinak közismereti és szakmai elméleti oktatásával összefüggő működtetési feladatok (092260),380
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Gimnázium és szakképző iskola tanulóinak közismereti és szakmai elméleti oktatásával összefüggő működtetési feladatok (092260),1809
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Gimnázium és szakképző iskola tanulóinak közismereti és szakmai elméleti oktatásával összefüggő működtetési feladatok (092260),54152
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Gimnázium és szakképző iskola tanulóinak közismereti és szakmai elméleti oktatásával összefüggő működtetési feladatok (092260),134
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Gimnázium és szakképző iskola tanulóinak közismereti és szakmai elméleti oktatásával összefüggő működtetési feladatok (092260),16058
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Gimnázium és szakképző iskola tanulóinak közismereti és szakmai elméleti oktatásával összefüggő működtetési feladatok (092260),77
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Gimnázium és szakképző iskola tanulóinak közismereti és szakmai elméleti oktatásával összefüggő működtetési feladatok (092260),686
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Gimnázium és szakképző iskola tanulóinak közismereti és szakmai elméleti oktatásával összefüggő működtetési feladatok (092260),4578
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Gimnázium és szakképző iskola tanulóinak közismereti és szakmai elméleti oktatásával összefüggő működtetési feladatok (092260),20987
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Gimnázium és szakképző iskola tanulóinak közismereti és szakmai elméleti oktatásával összefüggő működtetési feladatok (092260),783
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Gimnázium és szakképző iskola tanulóinak közismereti és szakmai elméleti oktatásával összefüggő működtetési feladatok (092260),188
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Gimnázium és szakképző iskola tanulóinak közismereti és szakmai elméleti oktatásával összefüggő működtetési feladatok (092260),50
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Gimnázium és szakképző iskola tanulóinak közismereti és szakmai elméleti oktatásával összefüggő működtetési feladatok (092260),64
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Gimnázium és szakképző iskola tanulóinak közismereti és szakmai elméleti oktatásával összefüggő működtetési feladatok (092260),12163
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Gimnázium és szakképző iskola tanulóinak közismereti és szakmai elméleti oktatásával összefüggő működtetési feladatok (092260),3284
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Szakképző iskolai tanulók szakmai gyakorlati oktatásával összefüggő működtetési feladatok (092270),156
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Szakképző iskolai tanulók szakmai gyakorlati oktatásával összefüggő működtetési feladatok (092270),94
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Szakképző iskolai tanulók szakmai gyakorlati oktatásával összefüggő működtetési feladatok (092270),1478
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Szakképző iskolai tanulók szakmai gyakorlati oktatásával összefüggő működtetési feladatok (092270),506
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Szakképző iskolai tanulók szakmai gyakorlati oktatásával összefüggő működtetési feladatok (092270),496
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Szakképző iskolai tanulók szakmai gyakorlati oktatásával összefüggő működtetési feladatok (092270),11799
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Szakképző iskolai tanulók szakmai gyakorlati oktatásával összefüggő működtetési feladatok (092270),12
"Iskolai nevelés, oktatás az 5-8. évfolyamokon (0921)","Középfokú nevelés, oktatás (0922)",Szakképző iskolai tanulók szakmai gyakorlati oktatásával összefüggő működtetési feladatok (092270),281
